 ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- 
|                          Encoder statistics. This file is generated during first encoding session, new sessions will be appended                                                                                                                                                                                 |
 ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- 
|     ver     | Date  | Time  |    Sequence                  | QP |  I4  |  I8  | I16  | IC0  | IC1  | IC2  | IC3  | PI4  | PI8  | PI16 |  P0  |  P1  |  P2  |  P3  | P1*4*| P1*8*| P2*4*| P2*8*| P3*4*| P3*8*|  P8  | P8:4 | P4*4*| P4*8*| P8:5 | P8:6 | P8:7 | BI4  | BI8  | BI16 |  B0  |  B1  |  B2  |  B3  | B0*4*| B0*8*| B1*4*| B1*8*| B2*4*| B2*8*| B3*4*| B3*8*|  B8  | B8:0 |B80*4*|B80*8*| B8:4 | B4*4*| B4*8*| B8:5 | B8:6 | B8:7 |
 ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- 
|18.1/(FRExt)| 04/22 | 12:06 |              depth_ballet.yuv| 22 |   842|     0|  2230| 32814|   445|   150|     7|  8017|     0| 22327|     0| 20909|  2222|  1230|  1568|     0|   762|     0|   523|     0|  3663|  8480|  8480|     0|  1956|  2814|  1402|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|18.1/(FRExt)| 04/22 | 21:21 |              depth_ballet.yuv| 22 |   842|     0|  2230| 32814|   445|   150|     7|  8017|     0| 22327|     0| 20909|  2222|  1230|  1568|     0|   762|     0|   523|     0|  3663|  8480|  8480|     0|  1956|  2814|  1402|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|18.1/(FRExt)| 04/24 | 17:34 |              depth_ballet.yuv| 24 |   748|     0|  2324| 22138|    77|    28|     3|  4231|     0| 14943|     0|  6066|   536|   240|   531|     0|   179|     0|   119|     0|  1632|  3528|  3528|     0|  1143|  1247|   610|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|18.1/(FRExt)| 04/24 | 18:02 |              depth_ballet.yuv| 24 |   748|     0|  2324| 19787|    51|    27|     3|  3943|     0| 12853|     0|  7982|   906|   464|   578|     0|   276|     0|   199|     0|  1500|  3498|  3498|     0|   835|  1113|   554|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|18.1/(FRExt)| 04/25 | 10:32 |              depth_ballet.yuv| 24 |   749|     0|  2323| 15287|    81|    31|     2|  2839|     0|  9490| 10359|  2171|   709|   419|   426|     0|   229|     0|   181|     0|  1661|  3795|  3795|     0|  1000|  1274|   575|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|18.1/(FRExt)| 04/25 | 11:19 |              depth_ballet.yuv| 22 |   829|     0|  2243| 14846|   283|    72|     3|  3406|     0|  8726|  8806|  3568|   802|   476|   490|     0|   229|     0|   209|     0|  1864|  4267|  4267|     0|  1019|  1464|   706|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|18.1/(FRExt)| 04/25 | 16:36 |              depth_ballet.yuv| 22 |   829|     0|  2243| 14846|   283|    72|     3|  3406|     0|  8726|  8806|  3568|   802|   476|   490|     0|   229|     0|   209|     0|  1864|  4267|  4267|     0|  1019|  1464|   706|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|18.1/(FRExt)| 04/25 | 17:12 |              depth_ballet.yuv| 24 |   749|     0|  2323| 15287|    81|    31|     2|  2839|     0|  9490| 10359|  2171|   709|   419|   426|     0|   229|     0|   181|     0|  1661|  3795|  3795|     0|  1000|  1274|   575|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|18.1/(FRExt)| 04/25 | 17:47 |              depth_ballet.yuv| 16 |  1607|     0|  1465| 14989|   361|   221|    65|  5235|     0|  7329|  3314|  6388|  1660|  1293|   748|     0|   390|     0|   315|     0|  2429|  5598|  5598|     0|  1421|  1776|   921|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|18.1/(FRExt)| 04/25 | 20:39 |              depth_ballet.yuv| 12 |  2553|     0|   519| 14355|  1052|   511|   188|  8869|     0|  4165|  1292|  5098|  2449|  2440|   596|     0|   452|     0|   388|     0|  3335|  7475|  7475|     0|  2122|  2415|  1328|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
